"id","code_naf","name","section_no","section_description"
"fr_naf_298","3220Z","Fabrication d'instruments de musique","32","Autres industries manufacturières"
"fr_naf_299","3230Z","Fabrication d'articles de sport","32","Autres industries manufacturières"
"fr_naf_300","3240Z","Fabrication de jeux et jouets","32","Autres industries manufacturières"
"fr_naf_301","3250A","Fabrication de matériel chirurgical et dentaire","32","Autres industries manufacturières"
"fr_naf_302","3250A","Fabrication de matériel médico-chirurgical et dentaire","32","Autres industries manufacturières"
"fr_naf_303","3250A","Fabrication de matériels médico-chirurgical et dentaire","32","Autres industries manufacturières"
"fr_naf_304","3250B","Fabrication de lunettes","32","Autres industries manufacturières"
"fr_naf_305","3291Z","Fabrication d’articles de brosserie","32","Autres industries manufacturières"
"fr_naf_306","3299Z","Autres activités manufacturières nca","32","Autres industries manufacturières"
"fr_naf_307","3311Z","Réparation d'ouvrages en métaux","33","Réparation et installation de machines et d'équipements "
"fr_naf_308","3312Z","Réparation de machines et équipements mécaniques","33","Réparation et installation de machines et d'équipements "
"fr_naf_309","3313Z","Réparation de matériels électroniques et optiques","33","Réparation et installation de machines et d'équipements "
"fr_naf_310","3314Z","Réparation d'équipements électriques","33","Réparation et installation de machines et d'équipements "
"fr_naf_311","3315Z","Réparation et maintenance navale","33","Réparation et installation de machines et d'équipements "
"fr_naf_312","3316Z","Réparation et maintenance d'aéronefs et d'engins spatiaux","33","Réparation et installation de machines et d'équipements "
"fr_naf_313","3317Z","Réparation et maintenance d'autres équipements de transport","33","Réparation et installation de machines et d'équipements "
"fr_naf_314","3319Z","Réparation d'autres équipements","33","Réparation et installation de machines et d'équipements "
"fr_naf_315","3320A","Installation de structures métalliques, chaudronnées et de tuyauterie","33","Réparation et installation de machines et d'équipements "
"fr_naf_316","3320B","Installation de machines et équipements mécaniques","33","Réparation et installation de machines et d'équipements "
"fr_naf_317","3320C","Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels","33","Réparation et installation de machines et d'équipements "
"fr_naf_318","3320D","Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels","33","Réparation et installation de machines et d'équipements "
"fr_naf_319","3511Z","Production d'électricité","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_320","3512Z","Transport d'électricité","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_321","3513Z","Distribution d'électricité","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_322","3514Z","Commerce d'électricité","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_323","3521Z","Production de combustibles gazeux","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_324","3522Z","Distribution de combustibles gazeux par conduites","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_325","3523Z","Commerce de combustibles gazeux par conduites","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_326","3530Z","Production et distribution de vapeur et d'air conditionné","35","Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
"fr_naf_327","3600Z","Captage, traitement et distribution d'eau","36","Captage, traitement et distribution d'eau "
"fr_naf_328","3700Z","Collecte et traitement des eaux usées","37","Collecte et traitement des eaux usées"
"fr_naf_329","3811Z","Collecte des déchets non dangereux","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_330","3812Z","Collecte des déchets dangereux","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_331","3821Z","Traitement et élimination des déchets non dangereux","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_332","3822Z","Traitement et élimination des déchets dangereux","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_333","3831Z","Démantèlement d'épaves","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_334","3832Z","Récupération de déchets triés","38","Collecte, traitement et élimination des déchets ; récupération"
"fr_naf_335","3900Z","Dépollution et autres services de gestion des déchets","39","Dépollution et autres services de gestion des déchets"
"fr_naf_336","4110A","Promotion immobilière de logements","41","Construction de bâtiments "
"fr_naf_337","4110B","Promotion immobilière de bureaux","41","Construction de bâtiments "
"fr_naf_338","4110C","Promotion immobilière d'autres bâtiments","41","Construction de bâtiments "
"fr_naf_339","4110D","Supports juridiques de programmes","41","Construction de bâtiments "
"fr_naf_340","4120A","Construction de maisons individuelles","41","Construction de bâtiments "
"fr_naf_341","4120B","Construction d'autres bâtiments","41","Construction de bâtiments "
"fr_naf_342","4211Z","Construction de routes et autoroutes","42","Génie civil"
"fr_naf_343","4212Z","Construction de voies ferrées de surface et souterraines","42","Génie civil"
"fr_naf_344","4213A","Construction d'ouvrages d'art","42","Génie civil"
"fr_naf_345","4213B","Construction et entretien de tunnels","42","Génie civil"
"fr_naf_346","4221Z","Construction de réseaux pour fluides","42","Génie civil"
"fr_naf_347","4222Z","Construction de réseaux électriques et de télécommunications","42","Génie civil"
"fr_naf_348","4291Z","Construction d'ouvrages maritimes et fluviaux","42","Génie civil"
"fr_naf_349","4299Z","Construction d'autres ouvrages de génie civil nca","42","Génie civil"
"fr_naf_350","4311Z","Travaux de démolition","43","Travaux de construction spécialisés "
"fr_naf_351","4312A","Travaux de terrassement courants et travaux préparatoires","43","Travaux de construction spécialisés "
"fr_naf_352","4312B","Travaux de terrassement spécialisés ou de grande masse","43","Travaux de construction spécialisés "
"fr_naf_353","4313Z","Forages et sondages","43","Travaux de construction spécialisés "
"fr_naf_354","4321A","Travaux d'installation électrique dans tous locaux","43","Travaux de construction spécialisés "
"fr_naf_355","4321B","Travaux d'installation électrique sur la voie publique","43","Travaux de construction spécialisés "
"fr_naf_356","4322A","Travaux d'installation d'eau et de gaz en tous locaux","43","Travaux de construction spécialisés "
"fr_naf_357","4322B","Travaux d' installation d'équipements thermiques et de climatisation","43","Travaux de construction spécialisés "
"fr_naf_358","4329A","Travaux d'isolation","43","Travaux de construction spécialisés "
"fr_naf_359","4329B","Autres travaux d'installation nca","43","Travaux de construction spécialisés "
"fr_naf_360","4331Z","Travaux de plâtrerie","43","Travaux de construction spécialisés "
"fr_naf_361","4332A","Travaux de menuiserie bois et PVC","43","Travaux de construction spécialisés "
"fr_naf_362","4332B","Travaux de menuiserie métallique et serrurerie","43","Travaux de construction spécialisés "
"fr_naf_363","4332C","Agencement de lieux de vente","43","Travaux de construction spécialisés "
"fr_naf_364","4333Z","Travaux de revêtement des sols et des murs","43","Travaux de construction spécialisés "
"fr_naf_365","4334Z","Travaux de peinture et vitrerie","43","Travaux de construction spécialisés "
"fr_naf_366","4339Z","Autres travaux de finition","43","Travaux de construction spécialisés "
"fr_naf_367","4391A","Travaux de charpente","43","Travaux de construction spécialisés "
"fr_naf_368","4391B","Travaux de couverture par éléments","43","Travaux de construction spécialisés "
"fr_naf_369","4399A","Travaux d'étanchéification","43","Travaux de construction spécialisés "
"fr_naf_370","4399B","Travaux de montage de structures métalliques","43","Travaux de construction spécialisés "
"fr_naf_371","4399C","Travaux de maçonnerie générale et gros œuvre de bâtiment","43","Travaux de construction spécialisés "
"fr_naf_372","4399D","Autres travaux spécialisés de construction","43","Travaux de construction spécialisés "
"fr_naf_373","4399E","Location avec opérateur de matériel de construction","43","Travaux de construction spécialisés "
"fr_naf_374","4511Z","Commerce de voitures et de véhicules automobiles légers","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_375","4519Z","Commerce d'autres véhicules automobiles","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_376","4520A","Entretien et réparation de véhicules automobiles légers","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_377","4520B","Entretien et réparation d'autres véhicules automobiles","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_378","4531Z","Commerce de gros d'équipements automobiles","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_379","4532Z","Commerce de détail d'équipements automobiles","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_380","4540Z","Commerce et réparation de motocycles","45","Commerce et réparation d'automobiles et de motocycles"
"fr_naf_381","4611Z","Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_382","4612A","Centrales d'achat de carburant","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_383","4612B","Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_384","4613Z","Intermédiaires du commerce en bois et matériaux de construction","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_385","4614Z","Intermédiaires du commerce en machines, équipements industriels, navires et avions","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_386","4615Z","Intermédiaires du commerce en meubles, articles de ménage et quincaillerie","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_387","4616Z","Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_388","4617A","Centrales d'achat alimentaires","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_389","4617B","Autres intermédiaires du commerce en denrées, boissons et tabac","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_390","4618Z","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_391","4619A","Centrales d'achat non alimentaires","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_392","4619B","Autres intermédiaires du commerce en produits divers","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_393","4621Z","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_394","4622Z","Commerce de gros (commerce interentreprises) de fleurs et plantes","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_395","4623Z","Commerce de gros (commerce interentreprises) d'animaux vivants","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_396","4624Z","Commerce de gros (commerce interentreprises) de cuirs et peaux","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_397","4631Z","Commerce de gros (commerce interentreprises) de fruits et légumes","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_398","4632A","Commerce de gros (commerce interentreprises) de viandes de boucherie","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_399","4632B","Commerce de gros (commerce interentreprises) de produits à base de viande","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_400","4632C","Commerce de gros (commerce interentreprises) de volailles et gibier","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_401","4633Z","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_402","4634Z","Commerce de gros (commerce interentreprises) de boissons","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_403","4635Z","Commerce de gros (commerce interentreprises) de produits à base de tabac","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_404","4636Z","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_405","4637Z","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_406","4638A","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_407","4638B","Commerce de gros (commerce interentreprises) alimentaire spécialisé divers","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_408","4639A","Commerce de gros (commerce interentreprises) de produits surgelés","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_409","4639B","Commerce de gros (commerce interentreprises) alimentaire non spécialisé","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_410","4641Z","Commerce de gros (commerce interentreprises) de textiles","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_411","4642Z","Commerce de gros (commerce interentreprises) d'habillement et de chaussures","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_412","4643Z","Commerce de gros (commerce interentreprises) d'appareils électroménagers","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_413","4644Z","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_414","4645Z","Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_415","4646Z","Commerce de gros (commerce interentreprises) de produits pharmaceutiques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_416","4647Z","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_417","4648Z","Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_418","4649Z","Commerce de gros (commerce interentreprises) d'autres biens domestiques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_419","4651Z","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_420","4652Z","Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_421","4661Z","Commerce de gros (commerce interentreprises) de matériel agricole","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_422","4662Z","Commerce de gros (commerce interentreprises) de machines-outils","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_423","4663Z","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_424","4664Z","Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_425","4665Z","Commerce de gros (commerce interentreprises) de mobilier de bureau","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_426","4666Z","Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_427","4669A","Commerce de gros (commerce interentreprises) de matériel électrique","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_428","4669B","Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_429","4669C","Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_430","4671Z","Commerce de gros (commerce interentreprises) de combustibles et de produits annexes","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_431","4672Z","Commerce de gros (commerce interentreprises) de minerais et métaux","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_432","4673A","Commerce de gros (commerce interentreprises) de bois et de matériaux de construction","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_433","4673B","Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_434","4674A","Commerce de gros (commerce interentreprises) de quincaillerie","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_435","4674B","Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_436","4675Z","Commerce de gros (commerce interentreprises) de produits chimiques","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_437","4676Z","Commerce de gros (commerce interentreprises) d'autres produits intermédiaires","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_438","4677Z","Commerce de gros (commerce interentreprises) de déchets et débris","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_439","4690Z","Commerce de gros (commerce interentreprises) non spécialisé","46","Commerce de gros, à l’exception des automobiles et des motocycles"
"fr_naf_440","4711A","Commerce de détail de produits surgelés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_441","4711B","Commerce d'alimentation générale","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_442","4711C","Supérettes","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_443","4711D","Supermarchés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_444","4711E","Magasins multi-commerces","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_445","4711F","Hypermarchés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_446","4719A","Grands magasins","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_447","4719B","Autres commerces de détail en magasin non spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_448","4721Z","Commerce de détail de fruits et légumes en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_449","4722Z","Commerce de détail de viandes et de produits à base de viande en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_450","4723Z","Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_451","4724Z","Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_452","4725Z","Commerce de détail de boissons en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_453","4726Z","Commerce de détail de produits à base de tabac en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_454","4729Z","Autres commerces de détail alimentaires en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_455","4730Z","Commerce de détail de carburants en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_456","4741Z","Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_457","4742Z","Commerce de détail de matériels de télécommunication en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_458","4743Z","Commerce de détail de matériels audio et vidéo en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_459","4751Z","Commerce de détail de textiles en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_460","4752A","Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_461","4752B","Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2 et plus)","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_462","4753Z","Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_463","4754Z","Commerce de détail d'appareils électroménagers en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_464","4759A","Commerce de détail de meubles","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_465","4759B","Commerce de détail d'autres équipements du foyer","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_466","4761Z","Commerce de détail de livres en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_467","4762Z","Commerce de détail de journaux et papeterie en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_468","4763Z","Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_469","4764Z","Commerce de détail d'articles de sport en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_470","4765Z","Commerce de détail de jeux et jouets en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_471","4771Z","Commerce de détail d'habillement en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_472","4772A","Commerce de détail de la chaussure","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_473","4772B","Commerce de détail de maroquinerie et d'articles de voyage","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_474","4773Z","Commerce de détail de produits pharmaceutiques en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_475","4774Z","Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_476","4775Z","Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_477","4776Z","Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_478","4777Z","Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_479","4778A","Commerces de détail d'optique","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_480","4778B","Commerces de détail de charbons et combustibles","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_481","4778C","Autres commerces de détail spécialisés divers","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_482","4779Z","Commerce de détail de biens d'occasion en magasin","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_483","4781Z","Commerce de détail alimentaire sur éventaires et marchés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_484","4782Z","Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_485","4789Z","Autres commerces de détail sur éventaires et marchés","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_486","4791A","Vente à distance sur catalogue général","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_487","4791B","Vente à distance sur catalogue spécialisé","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_488","4799A","Vente à domicile","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_489","4799B","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés nca","47","Commerce de détail, à l’exception des automobiles et des motocycles"
"fr_naf_490","4910Z","Transport ferroviaire interurbain de voyageurs","49","Transports terrestres et transport par conduites"
"fr_naf_491","4920Z","Transports ferroviaires de fret","49","Transports terrestres et transport par conduites"
"fr_naf_492","4931Z","Transports urbains et suburbains de voyageurs","49","Transports terrestres et transport par conduites"
"fr_naf_493","4932Z","Transports de voyageurs par taxis","49","Transports terrestres et transport par conduites"
"fr_naf_494","4939A","Transports routiers réguliers de voyageurs","49","Transports terrestres et transport par conduites"
"fr_naf_495","4939B","Autres transports routiers de voyageurs","49","Transports terrestres et transport par conduites"
"fr_naf_496","4939C","Téléphériques et remontées mécaniques","49","Transports terrestres et transport par conduites"
"fr_naf_497","4941A","Transports routiers de fret interurbains","49","Transports terrestres et transport par conduites"
"fr_naf_498","4941B","Transports routiers de fret de proximité","49","Transports terrestres et transport par conduites"
"fr_naf_499","4941C","Location de camions avec chauffeur","49","Transports terrestres et transport par conduites"
"fr_naf_500","4942Z","Services de déménagement","49","Transports terrestres et transport par conduites"
"fr_naf_501","4950Z","Transports par conduites","49","Transports terrestres et transport par conduites"
"fr_naf_502","5010Z","Transports maritimes et côtiers de passagers","50","Transports par eau"
"fr_naf_503","5020Z","Transports maritimes et côtiers de fret","50","Transports par eau"
"fr_naf_504","5030Z","Transports fluviaux de passagers","50","Transports par eau"
"fr_naf_505","5040Z","Transports fluviaux de fret","50","Transports par eau"
"fr_naf_506","5110Z","Transports aériens de passagers","51","Transports aériens"
"fr_naf_507","5121Z","Transports aériens de fret","51","Transports aériens"
"fr_naf_508","5122Z","Transports spatiaux","51","Transports aériens"
"fr_naf_509","5210A","Entreposage et stockage frigorifique","52","Entreposage et services auxiliaires des transports"
"fr_naf_510","5210B","Entreposage et stockage non frigorifique","52","Entreposage et services auxiliaires des transports"
"fr_naf_511","5221Z","Services auxiliaires des transports terrestres","52","Entreposage et services auxiliaires des transports"
"fr_naf_512","5222Z","Services auxiliaires des transports par eau","52","Entreposage et services auxiliaires des transports"
"fr_naf_513","5223Z","Services auxiliaires des transports aériens","52","Entreposage et services auxiliaires des transports"
"fr_naf_514","5224A","Manutention portuaire","52","Entreposage et services auxiliaires des transports"
"fr_naf_515","5224B","Manutention non portuaire","52","Entreposage et services auxiliaires des transports"
"fr_naf_516","5229A","Messagerie, fret express","52","Entreposage et services auxiliaires des transports"
"fr_naf_517","5229B","Affrètement et organisation des transports","52","Entreposage et services auxiliaires des transports"
"fr_naf_518","5310Z","Activités de poste dans le cadre d'une obligation de service universel","53","Activités de poste et de courrier"
"fr_naf_519","5320Z","Autres activités de poste et de courrier","53","Activités de poste et de courrier"
"fr_naf_520","5510Z","Hôtels et hébergement similaire","55","Hébergement"
"fr_naf_521","5520Z","Hébergement touristique et autre hébergement de courte durée","55","Hébergement"
"fr_naf_522","5530Z","Terrains de camping et parcs pour caravanes ou véhicules de loisirs","55","Hébergement"
"fr_naf_523","5590Z","Autres hébergements","55","Hébergement"
"fr_naf_524","5610A","Restauration traditionnelle","56","Restauration"
"fr_naf_525","5610B","Cafétérias et autres libres-services","56","Restauration"
"fr_naf_526","5610C","Restauration de type rapide","56","Restauration"
"fr_naf_527","5621Z","Services des traiteurs","56","Restauration"
"fr_naf_528","5629A","Restauration collective sous contrat","56","Restauration"
"fr_naf_529","5629B","Autres services de restauration nca","56","Restauration"
"fr_naf_530","5630Z","Débits de boissons","56","Restauration"
"fr_naf_531","5811Z","Édition de livres","58","Édition"
"fr_naf_532","5812Z","Édition de répertoires et de fichiers d'adresses","58","Édition"
"fr_naf_533","5813Z","Édition de journaux","58","Édition"
"fr_naf_534","5814Z","Édition de revues et périodiques","58","Édition"
"fr_naf_535","5819Z","Autres activités d'édition","58","Édition"
"fr_naf_536","5821Z","Édition de jeux électroniques","58","Édition"
"fr_naf_537","5829A","Édition de logiciels système et de réseau","58","Édition"
"fr_naf_538","5829B","Edition de logiciels outils de développement et de langages","58","Édition"
"fr_naf_539","5829C","Edition de logiciels applicatifs","58","Édition"
"fr_naf_540","5911A","Production de films et de programmes pour la télévision","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_541","5911B","Production de films institutionnels et publicitaires","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_542","5911C","Production de films pour le cinéma","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_543","5912Z","Post-production de films cinématographiques, de vidéo et de programmes de télévision","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_544","5913A","Distribution de films cinématographiques","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_545","5913B","Edition et distribution vidéo","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
