"id","code_naf","name","section_no","section_description"
"fr_naf_546","5914Z","Projection de films cinématographiques","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_547","5920Z","Enregistrement sonore et édition musicale","59","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale"
"fr_naf_548","6010Z","Édition et diffusion de programmes radio","60","Programmation et diffusion"
"fr_naf_549","6020A","Edition de chaînes généralistes","60","Programmation et diffusion"
"fr_naf_550","6020B","Edition de chaînes thématiques","60","Programmation et diffusion"
"fr_naf_551","6110Z","Télécommunications filaires","61","Télécommunications"
"fr_naf_552","6120Z","Télécommunications sans fil","61","Télécommunications"
"fr_naf_553","6130Z","Télécommunications par satellite","61","Télécommunications"
"fr_naf_554","6190Z","Autres activités de télécommunication","61","Télécommunications"
"fr_naf_555","6201Z","Programmation informatique","62","Programmation, conseil et autres activités informatiques "
"fr_naf_556","6202A","Conseil en systèmes et logiciels informatiques","62","Programmation, conseil et autres activités informatiques "
"fr_naf_557","6202B","Tierce maintenance de systèmes et d’applications informatiques","62","Programmation, conseil et autres activités informatiques "
"fr_naf_558","6203Z","Gestion d'installations informatiques","62","Programmation, conseil et autres activités informatiques "
"fr_naf_559","6209Z","Autres activités informatiques","62","Programmation, conseil et autres activités informatiques "
"fr_naf_560","6311Z","Traitement de données, hébergement et activités connexes","63","Services d'information"
"fr_naf_561","6312Z","Portails Internet","63","Services d'information"
"fr_naf_562","6391Z","Activités des agences de presse","63","Services d'information"
"fr_naf_563","6399Z","Autres services d'information nca","63","Services d'information"
"fr_naf_564","6411Z","Activités de banque centrale","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_565","6419Z","Autres intermédiations monétaires","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_566","6420Z","Activités des sociétés holding","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_567","6430Z","Fonds de placement et entités financières similaires","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_568","6491Z","Crédit-bail","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_569","6492Z","Autre distribution de crédit","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_570","6499Z","Autres activités des services financiers, hors assurance et caisses de retraite, nca","64","Activités des services financiers, hors assurance et caisses de retraite"
"fr_naf_571","6511Z","Assurance vie","65","Assurance"
"fr_naf_572","6512Z","Autres assurances","65","Assurance"
"fr_naf_573","6520Z","Réassurance","65","Assurance"
"fr_naf_574","6530Z","Caisses de retraite","65","Assurance"
"fr_naf_575","6611Z","Administration de marchés financiers","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_576","6612Z","Courtage de valeurs mobilières et de marchandises","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_577","6619A","Supports juridiques de gestion de patrimoine mobilier","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_578","6619B","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, nca","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_579","6621Z","Évaluation des risques et dommages","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_580","6622Z","Activités des agents et courtiers d'assurances","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_581","6629Z","Autres activités auxiliaires d'assurance et de caisses de retraite","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_582","6630Z","Gestion de fonds","66","Activités auxiliaires de services financiers et d'assurance "
"fr_naf_583","6810Z","Activités des marchands de biens immobiliers","68","Activités immobilières"
"fr_naf_584","6820A","Location de logements","68","Activités immobilières"
"fr_naf_585","6820B","Location de terrains et d'autres biens immobiliers","68","Activités immobilières"
"fr_naf_586","6831Z","Agences immobilières","68","Activités immobilières"
"fr_naf_587","6832A","Administration d'immeubles et autres biens immobiliers","68","Activités immobilières"
"fr_naf_588","6832B","Supports juridiques de gestion de patrimoine immobilier","68","Activités immobilières"
"fr_naf_589","6910Z","Activités juridiques","69","Activités juridiques et comptables"
"fr_naf_590","6920Z","Activités comptables","69","Activités juridiques et comptables"
"fr_naf_591","7010Z","Activités des sièges sociaux","70","Activités des sièges sociaux ; conseil de gestion"
"fr_naf_592","7021Z","Conseil en relations publiques et communication","70","Activités des sièges sociaux ; conseil de gestion"
"fr_naf_593","7022Z","Conseil pour les affaires et autres conseils de gestion","70","Activités des sièges sociaux ; conseil de gestion"
"fr_naf_594","7111Z","Activités d'architecture","71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
"fr_naf_595","7112A","Activité des géomètres","71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
"fr_naf_596","7112B","Ingénierie, études techniques","71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
"fr_naf_597","7120A","Contrôle technique automobile","71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
"fr_naf_598","7120B","Analyses, essais et inspections techniques","71","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques"
"fr_naf_599","7211Z","Recherche-développement en biotechnologie","72","Recherche-développement scientifique"
"fr_naf_600","7219Z","Recherche-développement en autres sciences physiques et naturelles","72","Recherche-développement scientifique"
"fr_naf_601","7220Z","Recherche-développement en sciences humaines et sociales","72","Recherche-développement scientifique"
"fr_naf_602","7311Z","Activités des agences de publicité","73","Publicité et études de marché"
"fr_naf_603","7312Z","Régie publicitaire de médias","73","Publicité et études de marché"
"fr_naf_604","7320Z","Études de marché et sondages","73","Publicité et études de marché"
"fr_naf_605","7410Z","Activités spécialisées de design","74","Autres activités spécialisées, scientifiques et techniques"
"fr_naf_606","7420Z","Activités photographiques","74","Autres activités spécialisées, scientifiques et techniques"
"fr_naf_607","7430Z","Traduction et interprétation","74","Autres activités spécialisées, scientifiques et techniques"
"fr_naf_608","7490A","Activité des économistes de la construction","74","Autres activités spécialisées, scientifiques et techniques"
"fr_naf_609","7490B","Activités spécialisées, scientifiques et techniques diverses","74","Autres activités spécialisées, scientifiques et techniques"
"fr_naf_610","7500Z","Activités vétérinaires","75","Activités vétérinaires"
"fr_naf_611","7711A","Location de courte durée de voitures et de véhicules automobiles légers","77","Activités de location et location-bail"
"fr_naf_612","7711B","Location de longue durée de voitures et de véhicules automobiles légers","77","Activités de location et location-bail"
"fr_naf_613","7712Z","Location et location-bail de camions","77","Activités de location et location-bail"
"fr_naf_614","7721Z","Location et location-bail d'articles de loisirs et de sport","77","Activités de location et location-bail"
"fr_naf_615","7722Z","Location de vidéocassettes et disques vidéo","77","Activités de location et location-bail"
"fr_naf_616","7729Z","Location et location-bail d'autres biens personnels et domestiques","77","Activités de location et location-bail"
"fr_naf_617","7731Z","Location et location-bail de machines et équipements agricoles","77","Activités de location et location-bail"
"fr_naf_618","7732Z","Location et location-bail de machines et équipements pour la construction","77","Activités de location et location-bail"
"fr_naf_619","7733Z","Location et location-bail de machines de bureau et de matériel informatique","77","Activités de location et location-bail"
"fr_naf_620","7734Z","Location et location-bail de matériels de transport par eau","77","Activités de location et location-bail"
"fr_naf_621","7735Z","Location et location-bail de matériels de transport aérien","77","Activités de location et location-bail"
"fr_naf_622","7739Z","Location et location-bail d'autres machines, équipements et biens matériels nca","77","Activités de location et location-bail"
"fr_naf_623","7740Z","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","77","Activités de location et location-bail"
"fr_naf_624","7810Z","Activités des agences de placement de main-d'œuvre","78","Activités liées à l'emploi"
"fr_naf_625","7820Z","Activités des agences de travail temporaire","78","Activités liées à l'emploi"
"fr_naf_626","7830Z","Autre mise à disposition de ressources humaines","78","Activités liées à l'emploi"
"fr_naf_627","7911Z","Activités des agences de voyage","79","Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
"fr_naf_628","7912Z","Activités des voyagistes","79","Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
"fr_naf_629","7990Z","Autres services de réservation et activités connexes","79","Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
"fr_naf_630","8010Z","Activités de sécurité privée","80","Enquêtes et sécurité"
"fr_naf_631","8020Z","Activités liées aux systèmes de sécurité","80","Enquêtes et sécurité"
"fr_naf_632","8030Z","Activités d'enquête","80","Enquêtes et sécurité"
"fr_naf_633","8110Z","Activités combinées de soutien lié aux bâtiments","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_634","8121Z","Nettoyage courant des bâtiments","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_635","8122Z","Autres activités de nettoyage des bâtiments et nettoyage industriel","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_636","8129A","Désinfection, désinsectisation, dératisation","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_637","8129B","Autres activités de nettoyage nca","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_638","8130Z","Services d'aménagement paysager","81","Services relatifs aux bâtiments et aménagement paysager"
"fr_naf_639","8211Z","Services administratifs combinés de bureau","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_640","8219Z","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_641","8220Z","Activités de centres d'appels","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_642","8230Z","Organisation de foires, salons professionnels et congrès","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_643","8291Z","Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_644","8292Z","Activités de conditionnement","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_645","8299Z","Autres activités de soutien aux entreprises nca","82","Activités administratives et autres activités de soutien aux entreprises"
"fr_naf_646","8411Z","Administration publique générale","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_647","8412Z","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_648","8413Z","Administration publique (tutelle) des activités économiques","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_649","8421Z","Affaires étrangères","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_650","8422Z","Défense","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_651","8423Z","Justice","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_652","8424Z","Activités d’ordre public et de sécurité","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_653","8425Z","Services du feu et de secours","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_654","8430A","Activités générales de sécurité sociale","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_655","8430B","Gestion des retraites complémentaires","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_656","8430C","Distribution sociale de revenus","84","Administration publique et défense ; sécurité sociale obligatoire"
"fr_naf_657","8510Z","Enseignement pré-primaire","85","Enseignement"
"fr_naf_658","8520Z","Enseignement primaire","85","Enseignement"
"fr_naf_659","8531Z","Enseignement secondaire général","85","Enseignement"
"fr_naf_660","8532Z","Enseignement secondaire technique ou professionnel","85","Enseignement"
"fr_naf_661","8541Z","Enseignement post-secondaire non supérieur","85","Enseignement"
"fr_naf_662","8542Z","Enseignement supérieur","85","Enseignement"
"fr_naf_663","8551Z","Enseignement de disciplines sportives et d'activités de loisirs","85","Enseignement"
"fr_naf_664","8552Z","Enseignement culturel","85","Enseignement"
"fr_naf_665","8553Z","Enseignement de la conduite","85","Enseignement"
"fr_naf_666","8559A","Formation continue d'adultes","85","Enseignement"
"fr_naf_667","8559B","Autres enseignements","85","Enseignement"
"fr_naf_668","8560Z","Activités de soutien à l'enseignement","85","Enseignement"
"fr_naf_669","8610Z","Activités hospitalières","86","Activités pour la santé humaine"
"fr_naf_670","8621Z","Activité des médecins généralistes","86","Activités pour la santé humaine"
"fr_naf_671","8622A","Activités de radiodiagnostic et de radiothérapie","86","Activités pour la santé humaine"
"fr_naf_672","8622B","Activités chirurgicales","86","Activités pour la santé humaine"
"fr_naf_673","8622C","Autres activités des médecins spécialistes","86","Activités pour la santé humaine"
"fr_naf_674","8623Z","Pratique dentaire","86","Activités pour la santé humaine"
"fr_naf_675","8690A","Ambulances","86","Activités pour la santé humaine"
"fr_naf_676","8690B","Laboratoires d'analyses médicales","86","Activités pour la santé humaine"
"fr_naf_677","8690C","Centres de collecte et banques d'organes","86","Activités pour la santé humaine"
"fr_naf_678","8690D","Activités des infirmiers et des sages-femmes","86","Activités pour la santé humaine"
"fr_naf_679","8690E","Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues","86","Activités pour la santé humaine"
"fr_naf_680","8690F","Activités de santé humaine non classées ailleurs","86","Activités pour la santé humaine"
"fr_naf_681","8710A","Hébergement médicalisé pour personnes âgées","87","Hébergement médico-social et social"
"fr_naf_682","8710B","Hébergement médicalisés pour enfants handicapés","87","Hébergement médico-social et social"
"fr_naf_683","8710C","Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé ","87","Hébergement médico-social et social"
"fr_naf_684","8720A","Hébergement social pour handicapés mentaux et malades mentaux","87","Hébergement médico-social et social"
"fr_naf_685","8720B","Hébergement social pour toxicomanes","87","Hébergement médico-social et social"
"fr_naf_686","8730A","Hébergement social pour personnes âgées","87","Hébergement médico-social et social"
"fr_naf_687","8730B","Hébergement social pour handicapés physiques","87","Hébergement médico-social et social"
"fr_naf_688","8790A","Hébergement social pour enfants en difficultés","87","Hébergement médico-social et social"
"fr_naf_689","8790B","Hébergement social pour adultes et familles en difficultés et autre hébergement social","87","Hébergement médico-social et social"
"fr_naf_690","8810A","Aide à domicile","88","Action sociale sans hébergement"
"fr_naf_691","8810B","Accueil ou accompagnement sans hébergement d’adultes handicapés ou de personnes âgées","88","Action sociale sans hébergement"
"fr_naf_692","8810C","Aide par le travail","88","Action sociale sans hébergement"
"fr_naf_693","8891A","Accueil de jeunes enfants","88","Action sociale sans hébergement"
"fr_naf_694","8891B","Accueil ou accompagnement sans hébergement d’enfants handicapés","88","Action sociale sans hébergement"
"fr_naf_695","8899A","Autre accueil ou accompagnement sans hébergement d'enfants et d’adolescents ","88","Action sociale sans hébergement"
"fr_naf_696","8899B","Action sociale sans hébergement nca","88","Action sociale sans hébergement"
"fr_naf_697","9001Z","Arts du spectacle vivant","90","Activités créatives, artistiques et de spectacle "
"fr_naf_698","9002Z","Activités de soutien au spectacle vivant","90","Activités créatives, artistiques et de spectacle "
"fr_naf_699","9003A","Création artistique relevant des arts plastiques","90","Activités créatives, artistiques et de spectacle "
"fr_naf_700","9003B","Autre création artistique","90","Activités créatives, artistiques et de spectacle "
"fr_naf_701","9004Z","Gestion de salles de spectacles","90","Activités créatives, artistiques et de spectacle "
"fr_naf_702","9101Z","Gestion des bibliothèques et des archives","91","Bibliothèques, archives, musées et autres activités culturelles"
"fr_naf_703","9102Z","Gestion des musées","91","Bibliothèques, archives, musées et autres activités culturelles"
"fr_naf_704","9103Z","Gestion des sites et monuments historiques et des attractions touristiques similaires","91","Bibliothèques, archives, musées et autres activités culturelles"
"fr_naf_705","9104Z","Gestion des jardins botaniques et zoologiques et des réserves naturelles","91","Bibliothèques, archives, musées et autres activités culturelles"
"fr_naf_706","9200Z","Organisation de jeux de hasard et d'argent","92","Organisation de jeux de hasard et d'argent"
"fr_naf_707","9311Z","Gestion d'installations sportives","93","Activités sportives, récréatives et de loisirs"
"fr_naf_708","9312Z","Activités de clubs de sports","93","Activités sportives, récréatives et de loisirs"
"fr_naf_709","9313Z","Activités des centres de culture physique","93","Activités sportives, récréatives et de loisirs"
"fr_naf_710","9319Z","Autres activités liées au sport","93","Activités sportives, récréatives et de loisirs"
"fr_naf_711","9321Z","Activités des parcs d'attractions et parcs à thèmes","93","Activités sportives, récréatives et de loisirs"
"fr_naf_712","9329Z","Autres activités récréatives et de loisirs","93","Activités sportives, récréatives et de loisirs"
"fr_naf_713","9411Z","Activités des organisations patronales et consulaires","94","Activités des organisations associatives"
"fr_naf_714","9412Z","Activités des organisations professionnelles","94","Activités des organisations associatives"
"fr_naf_715","9420Z","Activités des syndicats de salariés","94","Activités des organisations associatives"
"fr_naf_716","9491Z","Activités des organisations religieuses","94","Activités des organisations associatives"
"fr_naf_717","9492Z","Activités des organisations politiques","94","Activités des organisations associatives"
"fr_naf_718","9499Z","Autres organisations fonctionnant par adhésion volontaire","94","Activités des organisations associatives"
"fr_naf_719","9511Z","Réparation d'ordinateurs et d'équipements périphériques","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_720","9512Z","Réparation d'équipements de communication","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_721","9521Z","Réparation de produits électroniques grand public","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_722","9522Z","Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_723","9523Z","Réparation de chaussures et d'articles en cuir","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_724","9524Z","Réparation de meubles et d'équipements du foyer","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_725","9525Z","Réparation d'articles d'horlogerie et de bijouterie","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_726","9529Z","Réparation d'autres biens personnels et domestiques","95","Réparation d'ordinateurs et de biens personnels et domestiques"
"fr_naf_727","9601A","Blanchisserie-teinturerie de gros","96","Autres services personnels"
"fr_naf_728","9601B","Blanchisserie-teinturerie de détail","96","Autres services personnels"
"fr_naf_729","9602A","Coiffure","96","Autres services personnels"
"fr_naf_730","9602B","Soins de beauté","96","Autres services personnels"
"fr_naf_731","9603Z","Services funéraires","96","Autres services personnels"
"fr_naf_732","9604Z","Entretien corporel","96","Autres services personnels"
"fr_naf_733","9609Z","Autres services personnels nca","96","Autres services personnels"
"fr_naf_734","9700Z","Activités des ménages en tant qu'employeurs de personnel domestique","97","Activités des ménages en tant qu'employeurs de personnel domestique"
"fr_naf_735","9810Z","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre","98","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre"
"fr_naf_736","9820Z","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre","98","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre"
"fr_naf_737","9900Z","Activités des organisations et organismes extraterritoriaux","99","Activités des organisations et organismes extraterritoriaux"
